player_name,sportsbook,odds,dg_odds,value_diff
"Bezuidenhout, Christiaan",betway,2800,2577.0,223.0
"Bezuidenhout, Christiaan",bovada,3000,2577.0,423.0
"Bezuidenhout, Christiaan",caesars,3000,2577.0,423.0
"Bezuidenhout, Christiaan",draftkings,2800,2577.0,223.0
"Bezuidenhout, Christiaan",fanduel,3300,2577.0,723.0
"Bezuidenhout, Christiaan",pinnacle,2750,2577.0,173.0
"Bezuidenhout, Christiaan",skybet,2800,2577.0,223.0
"Bezuidenhout, Christiaan",pointsbet,3300,2577.0,723.0
"Bezuidenhout, Christiaan",williamhill,2800,2577.0,223.0
"Bezuidenhout, Christiaan",unibet,1800,2577.0,-777.0
"Cantlay, Patrick",bet365,1800,2793.0,-993.0
"Cantlay, Patrick",betfair,1800,2793.0,-993.0
"Cantlay, Patrick",betonline,2300,2793.0,-493.0
"Cantlay, Patrick",betmgm,1800,2793.0,-993.0
"Cantlay, Patrick",betway,1800,2793.0,-993.0
"Cantlay, Patrick",bovada,2400,2793.0,-393.0
"Cantlay, Patrick",caesars,2000,2793.0,-793.0
"Cantlay, Patrick",draftkings,1800,2793.0,-993.0
"Cantlay, Patrick",fanduel,2000,2793.0,-793.0
"Cantlay, Patrick",pinnacle,2038,2793.0,-755.0
"Cantlay, Patrick",skybet,1800,2793.0,-993.0
"Cantlay, Patrick",pointsbet,2000,2793.0,-793.0
"Cantlay, Patrick",williamhill,1800,2793.0,-993.0
"Cantlay, Patrick",unibet,1400,2793.0,-1393.0
"Aberg, Ludvig",bet365,1400,2949.0,-1549.0
"Aberg, Ludvig",betfair,1800,2949.0,-1149.0
"Aberg, Ludvig",betonline,1600,2949.0,-1349.0
"Aberg, Ludvig",betmgm,1600,2949.0,-1349.0
"Aberg, Ludvig",betway,1600,2949.0,-1349.0
"Aberg, Ludvig",bovada,1600,2949.0,-1349.0
"Aberg, Ludvig",caesars,1800,2949.0,-1149.0
"Aberg, Ludvig",draftkings,1800,2949.0,-1149.0
"Aberg, Ludvig",fanduel,1800,2949.0,-1149.0
"Aberg, Ludvig",pinnacle,1857,2949.0,-1092.0
"Aberg, Ludvig",skybet,1800,2949.0,-1149.0
"Aberg, Ludvig",pointsbet,1800,2949.0,-1149.0
"Aberg, Ludvig",williamhill,1600,2949.0,-1349.0
"Aberg, Ludvig",unibet,1600,2949.0,-1349.0
"Kim, Si Woo",bet365,2800,2973.0,-173.0
"Kim, Si Woo",betfair,2500,2973.0,-473.0
"Kim, Si Woo",betonline,2600,2973.0,-373.0
"Kim, Si Woo",betmgm,2800,2973.0,-173.0
"Kim, Si Woo",betway,2500,2973.0,-473.0
"Kim, Si Woo",bovada,3000,2973.0,27.0
"Kim, Si Woo",caesars,3000,2973.0,27.0
"Kim, Si Woo",draftkings,2500,2973.0,-473.0
"Kim, Si Woo",fanduel,3000,2973.0,27.0
"Kim, Si Woo",pinnacle,3052,2973.0,79.0
"Kim, Si Woo",skybet,2500,2973.0,-473.0
"Kim, Si Woo",pointsbet,3000,2973.0,27.0
"Kim, Si Woo",williamhill,2500,2973.0,-473.0
"Kim, Si Woo",unibet,2500,2973.0,-473.0
"Greyserman, Max",bet365,3300,3490.0,-190.0
"Greyserman, Max",betfair,3300,3490.0,-190.0
"Greyserman, Max",betonline,3500,3490.0,10.0
"Greyserman, Max",betmgm,3500,3490.0,10.0
"Greyserman, Max",betway,3300,3490.0,-190.0
"Greyserman, Max",bovada,3500,3490.0,10.0
"Greyserman, Max",caesars,3500,3490.0,10.0
"Greyserman, Max",draftkings,3000,3490.0,-490.0
"Greyserman, Max",fanduel,3500,3490.0,10.0
"Greyserman, Max",pinnacle,3394,3490.0,-96.0
"Greyserman, Max",skybet,3300,3490.0,-190.0
"Greyserman, Max",pointsbet,3500,3490.0,10.0
"Greyserman, Max",williamhill,3300,3490.0,-190.0
"Greyserman, Max",unibet,3300,3490.0,-190.0
"Henley, Russell",bet365,4500,4851.0,-351.0
"Henley, Russell",betfair,4000,4851.0,-851.0
"Henley, Russell",betonline,5000,4851.0,149.0
"Henley, Russell",betmgm,4500,4851.0,-351.0
"Henley, Russell",betway,4000,4851.0,-851.0
"Henley, Russell",bovada,5500,4851.0,649.0
"Henley, Russell",caesars,5000,4851.0,149.0
"Henley, Russell",draftkings,4000,4851.0,-851.0
"Henley, Russell",fanduel,5000,4851.0,149.0
"Henley, Russell",pinnacle,4712,4851.0,-139.0
"Henley, Russell",skybet,4000,4851.0,-851.0
"Henley, Russell",pointsbet,5000,4851.0,149.0
"Henley, Russell",williamhill,4000,4851.0,-851.0
"Henley, Russell",unibet,3300,4851.0,-1551.0
"Davis, Cam",bet365,4500,5157.0,-657.0
"Davis, Cam",betfair,4500,5157.0,-657.0
"Davis, Cam",betonline,5000,5157.0,-157.0
"Davis, Cam",betmgm,4500,5157.0,-657.0
"Davis, Cam",betway,4000,5157.0,-1157.0
"Davis, Cam",bovada,5000,5157.0,-157.0
"Davis, Cam",caesars,5500,5157.0,343.0
"Davis, Cam",draftkings,4500,5157.0,-657.0
"Davis, Cam",fanduel,5500,5157.0,343.0
"Davis, Cam",pinnacle,4573,5157.0,-584.0
"Davis, Cam",skybet,4500,5157.0,-657.0
"Davis, Cam",pointsbet,5500,5157.0,343.0
"Davis, Cam",williamhill,4500,5157.0,-657.0
"Davis, Cam",unibet,5000,5157.0,-157.0
"Rose, Justin",bet365,6000,8449.0,-2449.0
"Rose, Justin",betfair,6000,8449.0,-2449.0
"Rose, Justin",betonline,4000,8449.0,-4449.0
"Rose, Justin",betmgm,5500,8449.0,-2949.0
"Rose, Justin",betway,5000,8449.0,-3449.0
"Rose, Justin",bovada,6600,8449.0,-1849.0
"Rose, Justin",caesars,7500,8449.0,-949.0
"Rose, Justin",draftkings,6000,8449.0,-2449.0
"Rose, Justin",fanduel,7500,8449.0,-949.0
"Rose, Justin",pinnacle,5478,8449.0,-2971.0
"Rose, Justin",skybet,6000,8449.0,-2449.0
"Rose, Justin",pointsbet,7500,8449.0,-949.0
"Rose, Justin",williamhill,5000,8449.0,-3449.0
"Rose, Justin",unibet,6600,8449.0,-1849.0
"Finau, Tony",bet365,5000,8691.0,-3691.0
"Finau, Tony",betfair,4500,8691.0,-4191.0
"Finau, Tony",betonline,5500,8691.0,-3191.0
"Finau, Tony",betmgm,5000,8691.0,-3691.0
"Finau, Tony",betway,5000,8691.0,-3691.0
"Finau, Tony",bovada,6000,8691.0,-2691.0
"Finau, Tony",caesars,6000,8691.0,-2691.0
"Finau, Tony",draftkings,4500,8691.0,-4191.0
"Finau, Tony",fanduel,6000,8691.0,-2691.0
"Finau, Tony",pinnacle,7181,8691.0,-1510.0
"Finau, Tony",skybet,4500,8691.0,-4191.0
"Finau, Tony",pointsbet,6000,8691.0,-2691.0
"Finau, Tony",williamhill,4500,8691.0,-4191.0
"Finau, Tony",unibet,4500,8691.0,-4191.0
"Matsuyama, Hideki",bet365,5000,8729.0,-3729.0
"Matsuyama, Hideki",betfair,4000,8729.0,-4729.0
"Matsuyama, Hideki",betonline,7000,8729.0,-1729.0
"Matsuyama, Hideki",betmgm,4500,8729.0,-4229.0
"Matsuyama, Hideki",betway,3300,8729.0,-5429.0
"Matsuyama, Hideki",bovada,5000,8729.0,-3729.0
"Matsuyama, Hideki",caesars,4500,8729.0,-4229.0
"Matsuyama, Hideki",draftkings,4000,8729.0,-4729.0
"Matsuyama, Hideki",fanduel,4500,8729.0,-4229.0
"Matsuyama, Hideki",pinnacle,7091,8729.0,-1638.0
"Matsuyama, Hideki",skybet,4000,8729.0,-4729.0
"Matsuyama, Hideki",pointsbet,4500,8729.0,-4229.0
"Matsuyama, Hideki",williamhill,4000,8729.0,-4729.0
"Matsuyama, Hideki",unibet,4500,8729.0,-4229.0
"McNealy, Maverick",bet365,8000,8938.0,-938.0
"McNealy, Maverick",betfair,7000,8938.0,-1938.0
"McNealy, Maverick",betonline,8000,8938.0,-938.0
"McNealy, Maverick",betmgm,7500,8938.0,-1438.0
"McNealy, Maverick",betway,6600,8938.0,-2338.0
"McNealy, Maverick",bovada,8000,8938.0,-938.0
"McNealy, Maverick",caesars,9000,8938.0,62.0
"McNealy, Maverick",draftkings,7000,8938.0,-1938.0
"McNealy, Maverick",fanduel,9000,8938.0,62.0
"McNealy, Maverick",pinnacle,8882,8938.0,-56.0
"McNealy, Maverick",skybet,6600,8938.0,-2338.0
"McNealy, Maverick",pointsbet,9000,8938.0,62.0
"McNealy, Maverick",williamhill,7000,8938.0,-1938.0
"McNealy, Maverick",unibet,9000,8938.0,62.0
"McCarthy, Denny",bet365,10000,11164.0,-1164.0
"McCarthy, Denny",betfair,9000,11164.0,-2164.0
"McCarthy, Denny",betonline,10000,11164.0,-1164.0
"McCarthy, Denny",betmgm,11000,11164.0,-164.0
"McCarthy, Denny",betway,10000,11164.0,-1164.0
"McCarthy, Denny",bovada,12500,11164.0,1336.0
"McCarthy, Denny",caesars,12500,11164.0,1336.0
"McCarthy, Denny",draftkings,10000,11164.0,-1164.0
"McCarthy, Denny",fanduel,12000,11164.0,836.0
"McCarthy, Denny",pinnacle,9362,11164.0,-1802.0
"McCarthy, Denny",skybet,10000,11164.0,-1164.0
"McCarthy, Denny",pointsbet,12500,11164.0,1336.0
"McCarthy, Denny",williamhill,10000,11164.0,-1164.0
"McCarthy, Denny",unibet,9000,11164.0,-2164.0
"Fleetwood, Tommy",bet365,11000,17739.0,-6739.0
"Fleetwood, Tommy",betfair,10000,17739.0,-7739.0
"Fleetwood, Tommy",betonline,12500,17739.0,-5239.0
"Fleetwood, Tommy",betmgm,11000,17739.0,-6739.0
"Fleetwood, Tommy",betway,10000,17739.0,-7739.0
"Fleetwood, Tommy",bovada,15000,17739.0,-2739.0
"Fleetwood, Tommy",caesars,15000,17739.0,-2739.0
"Fleetwood, Tommy",draftkings,11000,17739.0,-6739.0
"Fleetwood, Tommy",fanduel,15000,17739.0,-2739.0
"Fleetwood, Tommy",pinnacle,13568,17739.0,-4171.0
"Fleetwood, Tommy",skybet,10000,17739.0,-7739.0
"Fleetwood, Tommy",pointsbet,15000,17739.0,-2739.0
"Fleetwood, Tommy",williamhill,10000,17739.0,-7739.0
"Fleetwood, Tommy",unibet,9000,17739.0,-8739.0
"Harman, Brian",bet365,12500,20956.0,-8456.0
"Harman, Brian",betfair,10000,20956.0,-10956.0
"Harman, Brian",betonline,12500,20956.0,-8456.0
"Harman, Brian",betmgm,15000,20956.0,-5956.0
"Harman, Brian",betway,12500,20956.0,-8456.0
"Harman, Brian",bovada,20000,20956.0,-956.0
"Harman, Brian",caesars,20000,20956.0,-956.0
"Harman, Brian",draftkings,12000,20956.0,-8956.0
"Harman, Brian",fanduel,20000,20956.0,-956.0
"Harman, Brian",pinnacle,18483,20956.0,-2473.0
"Harman, Brian",skybet,12500,20956.0,-8456.0
"Harman, Brian",pointsbet,20000,20956.0,-956.0
"Harman, Brian",williamhill,12500,20956.0,-8456.0
"Harman, Brian",unibet,10000,20956.0,-10956.0
"MacIntyre, Robert",bet365,11000,23450.0,-12450.0
"MacIntyre, Robert",betfair,10000,23450.0,-13450.0
"MacIntyre, Robert",betonline,15000,23450.0,-8450.0
"MacIntyre, Robert",betmgm,12500,23450.0,-10950.0
"MacIntyre, Robert",betway,10000,23450.0,-13450.0
"MacIntyre, Robert",bovada,15000,23450.0,-8450.0
"MacIntyre, Robert",caesars,15000,23450.0,-8450.0
"MacIntyre, Robert",draftkings,11000,23450.0,-12450.0
"MacIntyre, Robert",fanduel,15000,23450.0,-8450.0
"MacIntyre, Robert",pinnacle,16737,23450.0,-6713.0
"MacIntyre, Robert",skybet,10000,23450.0,-13450.0
"MacIntyre, Robert",pointsbet,15000,23450.0,-8450.0
"MacIntyre, Robert",williamhill,10000,23450.0,-13450.0
"MacIntyre, Robert",unibet,10000,23450.0,-13450.0
"Rai, Aaron",bet365,15000,24196.0,-9196.0
"Rai, Aaron",betfair,12500,24196.0,-11696.0
"Rai, Aaron",betonline,20000,24196.0,-4196.0
"Rai, Aaron",betmgm,15000,24196.0,-9196.0
"Rai, Aaron",betway,15000,24196.0,-9196.0
"Rai, Aaron",bovada,22500,24196.0,-1696.0
"Rai, Aaron",caesars,22500,24196.0,-1696.0
"Rai, Aaron",draftkings,15000,24196.0,-9196.0
"Rai, Aaron",fanduel,22000,24196.0,-2196.0
"Rai, Aaron",pinnacle,20274,24196.0,-3922.0
"Rai, Aaron",skybet,15000,24196.0,-9196.0
"Rai, Aaron",pointsbet,25000,24196.0,804.0
"Rai, Aaron",williamhill,15000,24196.0,-9196.0
"Rai, Aaron",unibet,15000,24196.0,-9196.0
"Rodgers, Patrick",bet365,17500,32085.0,-14585.0
"Rodgers, Patrick",betfair,15000,32085.0,-17085.0
"Rodgers, Patrick",betonline,20000,32085.0,-12085.0
"Rodgers, Patrick",betmgm,17500,32085.0,-14585.0
"Rodgers, Patrick",betway,15000,32085.0,-17085.0
"Rodgers, Patrick",bovada,25000,32085.0,-7085.0
"Rodgers, Patrick",caesars,27500,32085.0,-4585.0
"Rodgers, Patrick",draftkings,17000,32085.0,-15085.0
"Rodgers, Patrick",fanduel,27000,32085.0,-5085.0
"Rodgers, Patrick",pinnacle,19007,32085.0,-13078.0
"Rodgers, Patrick",skybet,17500,32085.0,-14585.0
"Rodgers, Patrick",pointsbet,30000,32085.0,-2085.0
"Rodgers, Patrick",williamhill,15000,32085.0,-17085.0
"Rodgers, Patrick",unibet,15000,32085.0,-17085.0
"Kirk, Chris",bet365,35000,38062.0,-3062.0
"Kirk, Chris",betfair,32500,38062.0,-5562.0
"Kirk, Chris",betonline,25000,38062.0,-13062.0
"Kirk, Chris",betmgm,40000,38062.0,1938.0
"Kirk, Chris",betway,35000,38062.0,-3062.0
"Kirk, Chris",bovada,50000,38062.0,11938.0
"Kirk, Chris",caesars,50000,38062.0,11938.0
"Kirk, Chris",draftkings,35000,38062.0,-3062.0
"Kirk, Chris",fanduel,50000,38062.0,11938.0
"Kirk, Chris",pinnacle,27160,38062.0,-10902.0
"Kirk, Chris",skybet,30000,38062.0,-8062.0
"Kirk, Chris",pointsbet,50000,38062.0,11938.0
"Kirk, Chris",williamhill,30000,38062.0,-8062.0
"Kirk, Chris",unibet,35000,38062.0,-3062.0
"Zalatoris, Will",bet365,17500,38294.0,-20794.0
"Zalatoris, Will",betfair,15000,38294.0,-23294.0
"Zalatoris, Will",betonline,25000,38294.0,-13294.0
"Zalatoris, Will",betmgm,25000,38294.0,-13294.0
"Zalatoris, Will",betway,15000,38294.0,-23294.0
"Zalatoris, Will",bovada,25000,38294.0,-13294.0
"Zalatoris, Will",caesars,25000,38294.0,-13294.0
"Zalatoris, Will",draftkings,17000,38294.0,-21294.0
"Zalatoris, Will",fanduel,25000,38294.0,-13294.0
"Zalatoris, Will",pinnacle,22019,38294.0,-16275.0
"Zalatoris, Will",skybet,17500,38294.0,-20794.0
"Zalatoris, Will",pointsbet,25000,38294.0,-13294.0
"Zalatoris, Will",williamhill,17500,38294.0,-20794.0
"Zalatoris, Will",unibet,17500,38294.0,-20794.0
"Burns, Sam",bet365,27500,40345.0,-12845.0
"Burns, Sam",betfair,20000,40345.0,-20345.0
"Burns, Sam",betonline,20000,40345.0,-20345.0
"Burns, Sam",betmgm,27500,40345.0,-12845.0
"Burns, Sam",betway,25000,40345.0,-15345.0
"Burns, Sam",bovada,40000,40345.0,-345.0
"Burns, Sam",caesars,40000,40345.0,-345.0
"Burns, Sam",draftkings,25000,40345.0,-15345.0
"Burns, Sam",fanduel,40000,40345.0,-345.0
"Burns, Sam",pinnacle,30341,40345.0,-10004.0
"Burns, Sam",skybet,25000,40345.0,-15345.0
"Burns, Sam",pointsbet,40000,40345.0,-345.0
"Burns, Sam",williamhill,25000,40345.0,-15345.0
"Burns, Sam",unibet,20000,40345.0,-20345.0
"Schauffele, Xander",bet365,17500,41215.0,-23715.0
"Schauffele, Xander",betfair,15000,41215.0,-26215.0
"Schauffele, Xander",betonline,20000,41215.0,-21215.0
"Schauffele, Xander",betmgm,17500,41215.0,-23715.0
"Schauffele, Xander",betway,15000,41215.0,-26215.0
"Schauffele, Xander",bovada,25000,41215.0,-16215.0
"Schauffele, Xander",caesars,25000,41215.0,-16215.0
"Schauffele, Xander",draftkings,17000,41215.0,-24215.0
"Schauffele, Xander",fanduel,25000,41215.0,-16215.0
"Schauffele, Xander",skybet,17500,41215.0,-23715.0
"Schauffele, Xander",pointsbet,25000,41215.0,-16215.0
"Schauffele, Xander",williamhill,17500,41215.0,-23715.0
"Schauffele, Xander",unibet,15000,41215.0,-26215.0
"Hughes, Mackenzie",bet365,30000,41408.0,-11408.0
"Hughes, Mackenzie",betfair,27500,41408.0,-13908.0
"Hughes, Mackenzie",betonline,20000,41408.0,-21408.0
"Hughes, Mackenzie",betmgm,25000,41408.0,-16408.0
"Hughes, Mackenzie",betway,25000,41408.0,-16408.0
"Hughes, Mackenzie",bovada,40000,41408.0,-1408.0
"Hughes, Mackenzie",caesars,40000,41408.0,-1408.0
"Hughes, Mackenzie",draftkings,30000,41408.0,-11408.0
"Hughes, Mackenzie",fanduel,40000,41408.0,-1408.0
"Hughes, Mackenzie",pinnacle,26715,41408.0,-14693.0
"Hughes, Mackenzie",skybet,25000,41408.0,-16408.0
"Hughes, Mackenzie",pointsbet,40000,41408.0,-1408.0
"Hughes, Mackenzie",williamhill,25000,41408.0,-16408.0
"Hughes, Mackenzie",unibet,20000,41408.0,-21408.0
"Scott, Adam",bet365,25000,41422.0,-16422.0
"Scott, Adam",betfair,22500,41422.0,-18922.0
"Scott, Adam",betonline,25000,41422.0,-16422.0
"Scott, Adam",betmgm,27500,41422.0,-13922.0
"Scott, Adam",betway,25000,41422.0,-16422.0
"Scott, Adam",bovada,35000,41422.0,-6422.0
"Scott, Adam",caesars,40000,41422.0,-1422.0
"Scott, Adam",draftkings,25000,41422.0,-16422.0
"Scott, Adam",fanduel,40000,41422.0,-1422.0
"Scott, Adam",pinnacle,24470,41422.0,-16952.0
"Scott, Adam",skybet,25000,41422.0,-16422.0
"Scott, Adam",pointsbet,40000,41422.0,-1422.0
"Scott, Adam",williamhill,25000,41422.0,-16422.0
"Scott, Adam",unibet,20000,41422.0,-21422.0
"Im, Sungjae",bet365,30000,47098.0,-17098.0
"Im, Sungjae",betfair,27500,47098.0,-19598.0
"Im, Sungjae",betonline,25000,47098.0,-22098.0
"Im, Sungjae",betmgm,27500,47098.0,-19598.0
"Im, Sungjae",betway,30000,47098.0,-17098.0
"Im, Sungjae",bovada,40000,47098.0,-7098.0
"Im, Sungjae",caesars,40000,47098.0,-7098.0
"Im, Sungjae",draftkings,30000,47098.0,-17098.0
"Im, Sungjae",fanduel,40000,47098.0,-7098.0
"Im, Sungjae",skybet,25000,47098.0,-22098.0
"Im, Sungjae",pointsbet,40000,47098.0,-7098.0
"Im, Sungjae",williamhill,25000,47098.0,-22098.0
"Im, Sungjae",unibet,15000,47098.0,-32098.0
"Spaun, J.J.",bet365,27500,47910.0,-20410.0
"Spaun, J.J.",betfair,25000,47910.0,-22910.0
"Spaun, J.J.",betonline,25000,47910.0,-22910.0
"Spaun, J.J.",betmgm,27500,47910.0,-20410.0
"Spaun, J.J.",betway,25000,47910.0,-22910.0
"Spaun, J.J.",bovada,40000,47910.0,-7910.0
"Spaun, J.J.",caesars,40000,47910.0,-7910.0
"Spaun, J.J.",draftkings,25000,47910.0,-22910.0
"Spaun, J.J.",fanduel,40000,47910.0,-7910.0
"Spaun, J.J.",skybet,25000,47910.0,-22910.0
"Spaun, J.J.",pointsbet,40000,47910.0,-7910.0
"Spaun, J.J.",williamhill,25000,47910.0,-22910.0
"Spaun, J.J.",unibet,20000,47910.0,-27910.0
"Detry, Thomas",bet365,30000,53966.0,-23966.0
"Detry, Thomas",betfair,27500,53966.0,-26466.0
"Detry, Thomas",betmgm,27500,53966.0,-26466.0
"Detry, Thomas",betway,25000,53966.0,-28966.0
"Detry, Thomas",bovada,50000,53966.0,-3966.0
"Detry, Thomas",caesars,50000,53966.0,-3966.0
"Detry, Thomas",draftkings,30000,53966.0,-23966.0
"Detry, Thomas",fanduel,50000,53966.0,-3966.0
"Detry, Thomas",skybet,25000,53966.0,-28966.0
"Detry, Thomas",pointsbet,50000,53966.0,-3966.0
"Detry, Thomas",williamhill,25000,53966.0,-28966.0
"Detry, Thomas",unibet,35000,53966.0,-18966.0
"Taylor, Nick",bet365,40000,55238.0,-15238.0
"Taylor, Nick",betfair,37500,55238.0,-17738.0
"Taylor, Nick",betmgm,50000,55238.0,-5238.0
"Taylor, Nick",betway,40000,55238.0,-15238.0
"Taylor, Nick",bovada,75000,55238.0,19762.0
"Taylor, Nick",caesars,75000,55238.0,19762.0
"Taylor, Nick",draftkings,40000,55238.0,-15238.0
"Taylor, Nick",fanduel,75000,55238.0,19762.0
"Taylor, Nick",skybet,40000,55238.0,-15238.0
"Taylor, Nick",pointsbet,70000,55238.0,14762.0
"Taylor, Nick",williamhill,40000,55238.0,-15238.0
"Taylor, Nick",unibet,25000,55238.0,-30238.0
"Novak, Andrew",bet365,35000,56517.0,-21517.0
"Novak, Andrew",betfair,32500,56517.0,-24017.0
"Novak, Andrew",betmgm,35000,56517.0,-21517.0
"Novak, Andrew",betway,35000,56517.0,-21517.0
"Novak, Andrew",bovada,50000,56517.0,-6517.0
"Novak, Andrew",caesars,50000,56517.0,-6517.0
